Year,County,hospital,Surgery,# of Cases,LONGITUDE,LATITUDE
2014,Alameda,Alta Bates Summit Medical Center,Colon,60,-122.26257,37.82106
2016,Alameda,Alta Bates Summit Medical Center,Stomach,17,-122.26257,37.82106
2016,Alameda,Alta Bates Summit Medical Center,Rectum,25,-122.26257,37.82106
2016,Alameda,Alta Bates Summit Medical Center,Lung,26,-122.26257,37.82106
2015,Alameda,Alta Bates Summit Medical Center,Stomach,9,-122.26257,37.82106
2013,Alameda,Alta Bates Summit Medical Center,Lung,22,-122.26257,37.82106
2014,Alameda,Alta Bates Summit Medical Center,Stomach,9,-122.26257,37.82106
2016,Alameda,St. Rose Hospital,Stomach,3,-122.08962,37.63291
2013,Alameda,St. Rose Hospital,Liver,1,-122.08962,37.63291
2019,Alameda,St. Rose Hospital,Colon,6,-122.08962,37.63291
2013,Alameda,St. Rose Hospital,Bladder,1,-122.08962,37.63291
2017,Alameda,St. Rose Hospital,Breast,13,-122.08962,37.63291
2019,Alameda,St. Rose Hospital,Breast,1,-122.08962,37.63291
2016,Alameda,St. Rose Hospital,Colon,12,-122.08962,37.63291
2016,Alameda,St. Rose Hospital,Breast,15,-122.08962,37.63291
2014,Alameda,St. Rose Hospital,Rectum,2,-122.08962,37.63291
2013,Alameda,St. Rose Hospital,Rectum,3,-122.08962,37.63291
2015,Alameda,St. Rose Hospital,Stomach,1,-122.08962,37.63291
2018,Alameda,St. Rose Hospital,Breast,3,-122.08962,37.63291
2016,Alameda,St. Rose Hospital,Rectum,1,-122.08962,37.63291
2017,Alameda,St. Rose Hospital,Prostate,1,-122.08962,37.63291
2015,Alameda,St. Rose Hospital,Breast,11,-122.08962,37.63291
2021,Alameda,St. Rose Hospital,Rectum,3,-122.08962,37.63291
2021,Alameda,St. Rose Hospital,Prostate,1,-122.08962,37.63291
2015,Alameda,St. Rose Hospital,Colon,6,-122.08962,37.63291
2020,Alameda,St. Rose Hospital,Rectum,1,-122.08962,37.63291
2020,Alameda,St. Rose Hospital,Colon,2,-122.08962,37.63291
2018,Alameda,St. Rose Hospital,Liver,2,-122.08962,37.63291
2018,Alameda,St. Rose Hospital,Lung,1,-122.08962,37.63291
2013,Alameda,St. Rose Hospital,Colon,7,-122.08962,37.63291
2014,Alameda,St. Rose Hospital,Stomach,1,-122.08962,37.63291
2014,Alameda,St. Rose Hospital,Liver,2,-122.08962,37.63291
2017,Alameda,St. Rose Hospital,Stomach,3,-122.08962,37.63291
2013,Alameda,St. Rose Hospital,Prostate,1,-122.08962,37.63291
2016,Alameda,St. Rose Hospital,Liver,1,-122.08962,37.63291
2021,Alameda,St. Rose Hospital,Liver,1,-122.08962,37.63291
2018,Alameda,St. Rose Hospital,Stomach,1,-122.08962,37.63291
2017,Alameda,St. Rose Hospital,Colon,7,-122.08962,37.63291
2017,Alameda,St. Rose Hospital,Liver,1,-122.08962,37.63291
2021,Alameda,St. Rose Hospital,Stomach,2,-122.08962,37.63291
2021,Alameda,St. Rose Hospital,Colon,4,-122.08962,37.63291
2013,Alameda,St. Rose Hospital,Breast,17,-122.08962,37.63291
2014,Alameda,St. Rose Hospital,Breast,20,-122.08962,37.63291
2018,Alameda,St. Rose Hospital,Colon,7,-122.08962,37.63291
2018,Alameda,St. Rose Hospital,Rectum,3,-122.08962,37.63291
2019,Alameda,St. Rose Hospital,Rectum,3,-122.08962,37.63291
2014,Alameda,St. Rose Hospital,Colon,14,-122.08962,37.63291
2019,Alameda,St. Rose Hospital,Prostate,1,-122.08962,37.63291
2017,Alameda,St. Rose Hospital,Rectum,6,-122.08962,37.63291
2018,Alameda,Washington Hospital – Fremont,Rectum,9,-121.98006,37.55847
2017,Alameda,Washington Hospital – Fremont,Breast,25,-121.98006,37.55847
2014,Alameda,Washington Hospital – Fremont,Lung,10,-121.98006,37.55847
2018,Alameda,Washington Hospital – Fremont,Brain,4,-121.98006,37.55847
2014,Alameda,Washington Hospital – Fremont,Colon,34,-121.98006,37.55847
2014,Alameda,Washington Hospital – Fremont,Esophagus,2,-121.98006,37.55847
2013,Alameda,Washington Hospital – Fremont,Stomach,2,-121.98006,37.55847
2017,Alameda,Washington Hospital – Fremont,Prostate,3,-121.98006,37.55847
2016,Alameda,Washington Hospital – Fremont,Colon,41,-121.98006,37.55847
2015,Alameda,Washington Hospital – Fremont,Rectum,3,-121.98006,37.55847
2015,Alameda,Washington Hospital – Fremont,Brain,3,-121.98006,37.55847
2017,Alameda,Washington Hospital – Fremont,Colon,37,-121.98006,37.55847
2015,Alameda,Washington Hospital – Fremont,Lung,4,-121.98006,37.55847
2018,Alameda,Washington Hospital – Fremont,Breast,23,-121.98006,37.55847
2018,Alameda,Washington Hospital – Fremont,Liver,1,-121.98006,37.55847
2021,Alameda,Washington Hospital – Fremont,Stomach,3,-121.98006,37.55847
2014,Alameda,Washington Hospital – Fremont,Brain,8,-121.98006,37.55847
2015,Alameda,Washington Hospital – Fremont,Esophagus,2,-121.98006,37.55847
2020,Alameda,Washington Hospital – Fremont,Stomach,2,-121.98006,37.55847
2016,Alameda,Washington Hospital – Fremont,Liver,1,-121.98006,37.55847
2017,Alameda,Washington Hospital – Fremont,Brain,9,-121.98006,37.55847
2015,Alameda,Washington Hospital – Fremont,Colon,19,-121.98006,37.55847
2014,Alameda,Washington Hospital – Fremont,Breast,34,-121.98006,37.55847
2015,Alameda,Washington Hospital – Fremont,Stomach,1,-121.98006,37.55847
2016,Alameda,Washington Hospital – Fremont,Pancreas,1,-121.98006,37.55847
2018,Alameda,Washington Hospital – Fremont,Stomach,4,-121.98006,37.55847
2019,Alameda,Washington Hospital – Fremont,Esophagus,1,-121.98006,37.55847
2015,Alameda,Washington Hospital – Fremont,Breast,49,-121.98006,37.55847
2016,Alameda,Washington Hospital – Fremont,Prostate,5,-121.98006,37.55847
2021,Alameda,Washington Hospital – Fremont,Rectum,2,-121.98006,37.55847
2019,Alameda,Washington Hospital – Fremont,Breast,20,-121.98006,37.55847
2021,Alameda,Washington Hospital – Fremont,Brain,6,-121.98006,37.55847
2018,Alameda,Washington Hospital – Fremont,Lung,3,-121.98006,37.55847
2020,Alameda,Washington Hospital – Fremont,Bladder,1,-121.98006,37.55847
2013,Alameda,Washington Hospital – Fremont,Brain,7,-121.98006,37.55847
2016,Alameda,Washington Hospital – Fremont,Stomach,2,-121.98006,37.55847
2016,Alameda,Washington Hospital – Fremont,Breast,37,-121.98006,37.55847
2021,Alameda,Washington Hospital – Fremont,Lung,7,-121.98006,37.55847
2020,Alameda,Washington Hospital – Fremont,Breast,14,-121.98006,37.55847
2019,Alameda,Washington Hospital – Fremont,Rectum,9,-121.98006,37.55847
2016,Alameda,Washington Hospital – Fremont,Rectum,9,-121.98006,37.55847
2013,Alameda,Washington Hospital – Fremont,Prostate,3,-121.98006,37.55847
2019,Alameda,Washington Hospital – Fremont,Prostate,4,-121.98006,37.55847
2013,Alameda,Washington Hospital – Fremont,Colon,24,-121.98006,37.55847
2020,Alameda,Washington Hospital – Fremont,Pancreas,1,-121.98006,37.55847
2014,Alameda,Washington Hospital – Fremont,Prostate,3,-121.98006,37.55847
2013,Alameda,Washington Hospital – Fremont,Esophagus,1,-121.98006,37.55847
2021,Alameda,Washington Hospital – Fremont,Breast,11,-121.98006,37.55847
2016,Alameda,Washington Hospital – Fremont,Esophagus,2,-121.98006,37.55847
2016,Alameda,Washington Hospital – Fremont,Lung,7,-121.98006,37.55847
2017,Alameda,Washington Hospital – Fremont,Rectum,5,-121.98006,37.55847
2017,Alameda,Washington Hospital – Fremont,Esophagus,3,-121.98006,37.55847
2020,Alameda,Washington Hospital – Fremont,Lung,2,-121.98006,37.55847
2013,Alameda,Washington Hospital – Fremont,Breast,39,-121.98006,37.55847
2013,Alameda,Washington Hospital – Fremont,Lung,3,-121.98006,37.55847
2017,Alameda,Washington Hospital – Fremont,Lung,8,-121.98006,37.55847
2016,Alameda,Washington Hospital – Fremont,Brain,12,-121.98006,37.55847
2021,Alameda,Washington Hospital – Fremont,Bladder,2,-121.98006,37.55847
2015,Alameda,Washington Hospital – Fremont,Prostate,1,-121.98006,37.55847
2014,Alameda,Washington Hospital – Fremont,Rectum,6,-121.98006,37.55847
2017,Alameda,Washington Hospital – Fremont,Liver,1,-121.98006,37.55847
2019,Alameda,Washington Hospital – Fremont,Stomach,2,-121.98006,37.55847
2021,Alameda,Washington Hospital – Fremont,Colon,25,-121.98006,37.55847
2018,Alameda,Washington Hospital – Fremont,Prostate,4,-121.98006,37.55847
2020,Alameda,Washington Hospital – Fremont,Prostate,2,-121.98006,37.55847
2019,Alameda,Washington Hospital – Fremont,Brain,8,-121.98006,37.55847
2013,Alameda,Washington Hospital – Fremont,Rectum,5,-121.98006,37.55847
2020,Alameda,Washington Hospital – Fremont,Colon,27,-121.98006,37.55847
2020,Alameda,Washington Hospital – Fremont,Brain,9,-121.98006,37.55847
2014,Alameda,Washington Hospital – Fremont,Bladder,2,-121.98006,37.55847
2014,Alameda,Washington Hospital – Fremont,Stomach,1,-121.98006,37.55847
2019,Alameda,Washington Hospital – Fremont,Colon,18,-121.98006,37.55847
2019,Alameda,Washington Hospital – Fremont,Lung,7,-121.98006,37.55847
2020,Alameda,Washington Hospital – Fremont,Rectum,7,-121.98006,37.55847
2018,Alameda,Washington Hospital – Fremont,Colon,24,-121.98006,37.55847
2019,Alameda,San Leandro Hospital,Rectum,2,-122.14067,37.71364
2016,Alameda,San Leandro Hospital,Liver,1,-122.14067,37.71364
2017,Alameda,San Leandro Hospital,Liver,1,-122.14067,37.71364
2016,Alameda,San Leandro Hospital,Stomach,2,-122.14067,37.71364
2013,Alameda,San Leandro Hospital,Colon,8,-122.14067,37.71364
2013,Alameda,San Leandro Hospital,Breast,20,-122.14067,37.71364
2013,Alameda,San Leandro Hospital,Rectum,1,-122.14067,37.71364
2016,Alameda,San Leandro Hospital,Colon,8,-122.14067,37.71364
2018,Alameda,San Leandro Hospital,Stomach,2,-122.14067,37.71364
2018,Alameda,San Leandro Hospital,Colon,6,-122.14067,37.71364
2017,Alameda,San Leandro Hospital,Colon,4,-122.14067,37.71364
2019,Alameda,San Leandro Hospital,Breast,2,-122.14067,37.71364
2014,Alameda,San Leandro Hospital,Colon,3,-122.14067,37.71364
2018,Alameda,San Leandro Hospital,Breast,2,-122.14067,37.71364
2017,Alameda,San Leandro Hospital,Breast,12,-122.14067,37.71364
2017,Alameda,San Leandro Hospital,Rectum,3,-122.14067,37.71364
2015,Alameda,San Leandro Hospital,Colon,4,-122.14067,37.71364
2016,Alameda,San Leandro Hospital,Rectum,2,-122.14067,37.71364
2016,Alameda,San Leandro Hospital,Breast,12,-122.14067,37.71364
2018,Alameda,San Leandro Hospital,Rectum,5,-122.14067,37.71364
2019,Alameda,San Leandro Hospital,Colon,2,-122.14067,37.71364
2015,Alameda,San Leandro Hospital,Breast,24,-122.14067,37.71364
2014,Alameda,San Leandro Hospital,Breast,21,-122.14067,37.71364
2020,Alameda,Stanford Health Care Tri-Valley,Breast,72,-121.88095,37.69206
2021,Alameda,Stanford Health Care Tri-Valley,Lung,15,-121.88095,37.69206
2020,Alameda,Stanford Health Care Tri-Valley,Colon,15,-121.88095,37.69206
2018,Alameda,Stanford Health Care Tri-Valley,Stomach,1,-121.88095,37.69206
2014,Alameda,Stanford Health Care Tri-Valley,Rectum,3,-121.88095,37.69206
2017,Alameda,Stanford Health Care Tri-Valley,Stomach,1,-121.88095,37.69206
2014,Alameda,Stanford Health Care Tri-Valley,Breast,65,-121.88095,37.69206
2019,Alameda,Stanford Health Care Tri-Valley,Lung,22,-121.88095,37.69206
2019,Alameda,Stanford Health Care Tri-Valley,Colon,20,-121.88095,37.69206
2018,Alameda,Stanford Health Care Tri-Valley,Colon,15,-121.88095,37.69206
2017,Alameda,Stanford Health Care Tri-Valley,Rectum,4,-121.88095,37.69206
2016,Alameda,Stanford Health Care Tri-Valley,Rectum,6,-121.88095,37.69206
2019,Alameda,Stanford Health Care Tri-Valley,Prostate,3,-121.88095,37.69206
2015,Alameda,Stanford Health Care Tri-Valley,Esophagus,1,-121.88095,37.69206
2016,Alameda,Stanford Health Care Tri-Valley,Stomach,2,-121.88095,37.69206
2013,Alameda,Stanford Health Care Tri-Valley,Lung,3,-121.88095,37.69206
2018,Alameda,Stanford Health Care Tri-Valley,Liver,2,-121.88095,37.69206
2021,Alameda,Stanford Health Care Tri-Valley,Colon,21,-121.88095,37.69206
2013,Alameda,Stanford Health Care Tri-Valley,Stomach,1,-121.88095,37.69206
2016,Alameda,Stanford Health Care Tri-Valley,Prostate,2,-121.88095,37.69206
2020,Alameda,Stanford Health Care Tri-Valley,Rectum,2,-121.88095,37.69206
2018,Alameda,Stanford Health Care Tri-Valley,Lung,8,-121.88095,37.69206
2020,Alameda,Stanford Health Care Tri-Valley,Prostate,5,-121.88095,37.69206
2017,Alameda,Stanford Health Care Tri-Valley,Breast,85,-121.88095,37.69206
2017,Alameda,Stanford Health Care Tri-Valley,Lung,6,-121.88095,37.69206
2015,Alameda,Stanford Health Care Tri-Valley,Lung,9,-121.88095,37.69206
2020,Alameda,Stanford Health Care Tri-Valley,Lung,13,-121.88095,37.69206
2014,Alameda,Stanford Health Care Tri-Valley,Colon,25,-121.88095,37.69206
2019,Alameda,Stanford Health Care Tri-Valley,Liver,1,-121.88095,37.69206
2017,Alameda,Stanford Health Care Tri-Valley,Colon,21,-121.88095,37.69206
2016,Alameda,Stanford Health Care Tri-Valley,Bladder,1,-121.88095,37.69206
2013,Alameda,Stanford Health Care Tri-Valley,Esophagus,3,-121.88095,37.69206
2014,Alameda,Stanford Health Care Tri-Valley,Stomach,2,-121.88095,37.69206
2019,Alameda,Stanford Health Care Tri-Valley,Rectum,2,-121.88095,37.69206
2021,Alameda,Stanford Health Care Tri-Valley,Breast,103,-121.88095,37.69206
2014,Alameda,Stanford Health Care Tri-Valley,Lung,9,-121.88095,37.69206
2016,Alameda,Stanford Health Care Tri-Valley,Breast,80,-121.88095,37.69206
2016,Alameda,Stanford Health Care Tri-Valley,Liver,1,-121.88095,37.69206
2021,Alameda,Stanford Health Care Tri-Valley,Rectum,2,-121.88095,37.69206
2018,Alameda,Stanford Health Care Tri-Valley,Rectum,1,-121.88095,37.69206
2016,Alameda,Stanford Health Care Tri-Valley,Lung,4,-121.88095,37.69206
2021,Alameda,Stanford Health Care Tri-Valley,Prostate,10,-121.88095,37.69206
2021,Alameda,Stanford Health Care Tri-Valley,Stomach,1,-121.88095,37.69206
2013,Alameda,Stanford Health Care Tri-Valley,Breast,64,-121.88095,37.69206
2018,Alameda,Stanford Health Care Tri-Valley,Breast,64,-121.88095,37.69206
2013,Alameda,Stanford Health Care Tri-Valley,Rectum,5,-121.88095,37.69206
2017,Alameda,Stanford Health Care Tri-Valley,Pancreas,1,-121.88095,37.69206
2013,Alameda,Stanford Health Care Tri-Valley,Colon,25,-121.88095,37.69206
2015,Alameda,Stanford Health Care Tri-Valley,Breast,50,-121.88095,37.69206
2016,Alameda,Stanford Health Care Tri-Valley,Colon,21,-121.88095,37.69206
2019,Alameda,Stanford Health Care Tri-Valley,Breast,57,-121.88095,37.69206
2014,Alameda,Stanford Health Care Tri-Valley,Esophagus,1,-121.88095,37.69206
2015,Alameda,Stanford Health Care Tri-Valley,Colon,13,-121.88095,37.69206
2021,Alameda,Kaiser Foundation Hospital – Fremont,Colon,23,-121.97483,37.55055
2018,Alameda,Kaiser Foundation Hospital – Fremont,Prostate,1,-121.97483,37.55055
2020,Alameda,Kaiser Foundation Hospital – Fremont,Colon,21,-121.97483,37.55055
2017,Alameda,Kaiser Foundation Hospital – Fremont,Rectum,8,-121.97483,37.55055
2014,Alameda,Kaiser Foundation Hospital – Fremont,Lung,1,-121.97483,37.55055
2015,Alameda,Kaiser Foundation Hospital – Fremont,Bladder,1,-121.97483,37.55055
2017,Alameda,Kaiser Foundation Hospital – Fremont,Pancreas,1,-121.97483,37.55055
2019,Alameda,Kaiser Foundation Hospital – Fremont,Breast,125,-121.97483,37.55055
2021,Alameda,Kaiser Foundation Hospital – Fremont,Breast,252,-121.97483,37.55055
2016,Alameda,Kaiser Foundation Hospital – Fremont,Bladder,1,-121.97483,37.55055
2019,Alameda,Kaiser Foundation Hospital – Fremont,Rectum,7,-121.97483,37.55055
2021,Alameda,Kaiser Foundation Hospital – Fremont,Liver,1,-121.97483,37.55055
2020,Alameda,Kaiser Foundation Hospital – Fremont,Rectum,1,-121.97483,37.55055
2014,Alameda,Kaiser Foundation Hospital – Fremont,Breast,48,-121.97483,37.55055
2015,Alameda,Kaiser Foundation Hospital – Fremont,Colon,19,-121.97483,37.55055
2014,Alameda,Kaiser Foundation Hospital – Fremont,Stomach,1,-121.97483,37.55055
2016,Alameda,Kaiser Foundation Hospital – Fremont,Colon,30,-121.97483,37.55055
2020,Alameda,Kaiser Foundation Hospital – Fremont,Breast,89,-121.97483,37.55055
2020,Alameda,Kaiser Foundation Hospital – Fremont,Stomach,1,-121.97483,37.55055
2014,Alameda,Kaiser Foundation Hospital – Fremont,Rectum,4,-121.97483,37.55055
2019,Alameda,Kaiser Foundation Hospital – Fremont,Colon,17,-121.97483,37.55055
2015,Alameda,Kaiser Foundation Hospital – Fremont,Breast,55,-121.97483,37.55055
2015,Alameda,Kaiser Foundation Hospital – Fremont,Stomach,1,-121.97483,37.55055
2018,Alameda,Kaiser Foundation Hospital – Fremont,Colon,30,-121.97483,37.55055
2017,Alameda,Kaiser Foundation Hospital – Fremont,Breast,86,-121.97483,37.55055
2015,Alameda,Kaiser Foundation Hospital – Fremont,Rectum,4,-121.97483,37.55055
2014,Alameda,Kaiser Foundation Hospital – Fremont,Bladder,2,-121.97483,37.55055
2019,Alameda,Kaiser Foundation Hospital – Fremont,Esophagus,1,-121.97483,37.55055
2016,Alameda,Kaiser Foundation Hospital – Fremont,Breast,67,-121.97483,37.55055
2014,Alameda,Kaiser Foundation Hospital – Fremont,Colon,15,-121.97483,37.55055
2018,Alameda,Kaiser Foundation Hospital – Fremont,Breast,115,-121.97483,37.55055
2017,Alameda,Kaiser Foundation Hospital – Fremont,Colon,38,-121.97483,37.55055
2021,Alameda,Kaiser Foundation Hospital – Fremont,Prostate,1,-121.97483,37.55055
2016,Alameda,Kaiser Foundation Hospital – Fremont,Rectum,9,-121.97483,37.55055
2016,Alameda,Kaiser Foundation Hospital – Fremont,Stomach,2,-121.97483,37.55055
2021,Alameda,Kaiser Foundation Hospital – Fremont,Rectum,1,-121.97483,37.55055
2018,Alameda,Kaiser Foundation Hospital – Fremont,Rectum,4,-121.97483,37.55055
2014,Alameda,Eden Medical Center,Breast,40,-122.0874055,37.6983769
2017,Alameda,Eden Medical Center,Rectum,10,-122.0874055,37.6983769
2019,Alameda,Eden Medical Center,Stomach,2,-122.0874055,37.6983769
2016,Alameda,Eden Medical Center,Rectum,7,-122.0874055,37.6983769
2016,Alameda,Eden Medical Center,Liver,3,-122.0874055,37.6983769
2017,Alameda,Eden Medical Center,Bladder,3,-122.0874055,37.6983769
2019,Alameda,Eden Medical Center,Rectum,8,-122.0874055,37.6983769
2016,Alameda,Eden Medical Center,Prostate,1,-122.0874055,37.6983769
2020,Alameda,Eden Medical Center,Rectum,7,-122.0874055,37.6983769
2016,Alameda,Eden Medical Center,Colon,24,-122.0874055,37.6983769
2018,Alameda,Eden Medical Center,Colon,20,-122.0874055,37.6983769
2015,Alameda,Eden Medical Center,Colon,14,-122.0874055,37.6983769
2013,Alameda,Eden Medical Center,Prostate,3,-122.0874055,37.6983769
2013,Alameda,Eden Medical Center,Stomach,1,-122.0874055,37.6983769
2019,Alameda,Eden Medical Center,Liver,2,-122.0874055,37.6983769
2019,Alameda,Eden Medical Center,Colon,17,-122.0874055,37.6983769
2016,Alameda,Eden Medical Center,Brain,35,-122.0874055,37.6983769
2018,Alameda,Eden Medical Center,Stomach,1,-122.0874055,37.6983769
2016,Alameda,Eden Medical Center,Lung,4,-122.0874055,37.6983769
2021,Alameda,Eden Medical Center,Lung,2,-122.0874055,37.6983769
2018,Alameda,Eden Medical Center,Brain,24,-122.0874055,37.6983769
2021,Alameda,Eden Medical Center,Breast,76,-122.0874055,37.6983769
2018,Alameda,Eden Medical Center,Bladder,2,-122.0874055,37.6983769
2015,Alameda,Eden Medical Center,Brain,13,-122.0874055,37.6983769
2013,Alameda,Eden Medical Center,Colon,13,-122.0874055,37.6983769
2013,Alameda,Eden Medical Center,Pancreas,1,-122.0874055,37.6983769
2016,Alameda,Eden Medical Center,Breast,61,-122.0874055,37.6983769
2021,Alameda,Eden Medical Center,Rectum,4,-122.0874055,37.6983769
2017,Alameda,Eden Medical Center,Brain,36,-122.0874055,37.6983769
